province,fire_cause,fire_type,response_type,protection_zone,fn_indicator,dist_to_fn_km,n_fn_20km,any_evacuation,log_fire_size_ha
BC,human,fire,full,other,False,6.4388263677076445,10,False,0.1034513790327308
BC,human,fire,full,other,True,0.0,7,False,-1.3350842027908132
BC,human,fire,full,other,False,156.02553782497148,0,False,-0.2878450540058623
BC,human,fire,full,other,False,40.72106531903451,0,False,-1.2858830786432789
BC,human,fire,moderate,other,False,17.426993640495496,11,False,-1.3172785175846522
BC,human,fire,moderate,other,False,19.83686560121957,1,False,-0.5153386396784149
BC,human,fire,full,other,False,24.588436682241948,0,False,0.8269147296392942
BC,human,fire,full,other,False,0.9474032079097194,2,False,-0.9503304055573724
BC,natural,fire,moderate,other,False,29.318474401267757,0,False,0.013266930103714
BC,natural,fire,full,other,False,27.489721767001647,0,False,0.2988838351403096
BC,natural,fire,monitor,other,False,25.878531292900448,0,False,-1.2533234327593508
BC,natural,fire,monitor,other,False,78.1953300190164,0,False,0.8810360614774486
BC,natural,fire,monitor,other,False,68.16772898255574,0,False,-0.4854021108930611
BC,natural,fire,full,other,False,14.049795982221534,6,False,-0.1835122308496604
BC,natural,fire,full,other,False,5.009880923733823,17,False,-0.0905315324140141
BC,natural,fire,monitor,other,False,27.40253957879298,0,False,-1.1033550223579796
BC,natural,fire,monitor,other,False,31.32206239907233,0,False,-0.4230209838322022
BC,natural,fire,moderate,other,False,2.415760674653367,7,False,1.6029768586481492
BC,natural,fire,moderate,other,False,3.888186294851262,6,False,-0.7183888772168404
BC,natural,fire,monitor,other,False,31.920996707628458,0,False,0.9080328229475428
BC,natural,fire,moderate,other,False,10.876932389266404,1,False,-0.2629117058192135
BC,natural,fire,full,other,False,51.21629014349571,0,False,-0.1847789822684932
BC,natural,fire,full,other,False,11.46418647504122,6,False,0.9549136927934214
BC,natural,fire,moderate,other,False,10.340359621233864,1,False,1.947090951678239
BC,natural,fire,full,other,False,14.868273435309325,3,False,1.8959010106096492
BC,natural,fire,moderate,other,False,14.560195247439596,1,False,0.653219875365449
BC,natural,fire,full,other,False,7.843670628177131,5,False,0.5911114907752758
BC,natural,fire,moderate,other,False,121.38644464108724,0,False,3.235205892516816
BC,natural,fire,full,other,False,10.15720920644923,8,False,-0.7416490093579677
BC,natural,fire,other,other,False,40.98615793943958,0,False,2.345641340430558
BC,natural,fire,moderate,other,False,42.835000481681696,0,False,0.2337677916335674
BC,natural,fire,moderate,other,False,20.245553760351747,0,False,0.1883070014661641
BC,natural,fire,full,other,False,22.26353166401608,0,False,-0.2091397962953001
BC,natural,fire,full,other,False,5.317919268853338,8,False,0.4156630055080964
BC,natural,fire,full,other,False,14.40033522608968,1,False,-0.4880442826034027
BC,natural,fire,monitor,other,False,39.27973654816296,0,False,-1.010408435295077
BC,natural,fire,full,other,False,33.050320923279244,0,False,1.4544266256297955
BC,natural,fire,monitor,other,False,26.31873530338188,0,False,2.0262794776367348
BC,natural,fire,monitor,other,False,15.181173029306668,1,False,-1.1928413054011784
BC,natural,fire,full,other,False,1.5872697742311952,9,False,-1.025165370771936
BC,natural,fire,full,other,False,6.559757434629239,3,False,0.7529352857910246
BC,natural,fire,full,other,False,6.675897507066557,4,False,-0.4757148195592685
BC,natural,fire,monitor,other,False,34.484717664823656,0,False,-0.5731988231716355
BC,natural,fire,monitor,other,False,35.59280571057134,0,False,1.577373048525858
BC,natural,fire,full,other,False,5.430569348972275,2,False,2.1033803419323776
BC,natural,fire,full,other,False,60.655377904759646,0,False,1.688284049743864
BC,natural,fire,monitor,other,False,89.48718047123928,0,False,1.8469714437800575
BC,natural,fire,full,other,False,26.06138178595323,0,False,-0.1911511031849707
BC,natural,fire,moderate,other,False,18.93847649604791,4,False,-0.4849785044412762
BC,natural,fire,full,other,False,3.3981229062751943,9,False,-0.6307413850010007
BC,unknown,fire,moderate,other,False,24.55780013281985,0,False,0.35222553585434
BC,natural,fire,full,other,False,7.07033164159061,5,False,-0.5410308960094371
BC,natural,fire,moderate,other,False,6.267377599844482,12,False,-1.3627700895731674
BC,natural,fire,other,other,False,39.157877726663074,0,False,-1.073809368373725
BC,natural,fire,monitor,other,False,72.59018163415368,0,False,-1.3381012014796203
BC,natural,fire,full,other,False,9.825447644386156,6,False,-1.1739017602983917
BC,natural,fire,full,other,False,16.74041070471437,2,False,0.6386764684120977
BC,natural,fire,moderate,other,False,45.04241372386356,0,False,0.2068277542561848
BC,natural,fire,full,other,False,21.089740340947532,0,False,0.5918113121398505
BC,unknown,fire,moderate,other,False,17.065331985099583,1,False,-1.1552867584495754
BC,natural,fire,moderate,other,False,51.48558420644597,0,False,1.5679682548700948
BC,natural,fire,full,other,False,16.68571953336434,1,False,-0.8497245493802916
BC,natural,fire,monitor,other,False,42.03446147869035,0,False,2.3776046427129796
BC,natural,fire,monitor,other,False,21.95432194454951,0,False,0.6958890482707635
BC,natural,fire,monitor,other,False,32.13648286712794,0,False,2.9098208589662695
BC,natural,fire,monitor,other,False,47.89177149691715,0,False,1.869459959793104
BC,natural,fire,moderate,other,False,65.28570757393548,0,False,-1.090961291437632
BC,natural,fire,monitor,other,False,0.7259817648584208,2,False,-1.1928413054011784
BC,natural,fire,full,other,False,101.06699723809496,0,False,-1.157782780461034
BC,natural,fire,full,other,False,17.01897840071844,3,False,-0.1794369141431136
BC,natural,fire,other,other,False,6.104656288301265,3,False,-0.0549176982170509
BC,natural,fire,moderate,other,False,115.6322275406116,0,False,-0.2543061508723572
BC,natural,fire,moderate,other,False,21.09831993316864,0,False,0.8491260044108128
BC,natural,fire,moderate,other,False,54.73829041218224,0,False,-0.8533659422696037
BC,natural,fire,monitor,other,False,75.37531065703395,0,False,-0.0086011466477287
BC,natural,fire,moderate,other,False,47.89587748361048,0,False,-1.010408435295077
BC,natural,fire,other,other,False,61.64566966255866,0,False,1.4362353683004614
BC,natural,fire,full,other,False,9.96582284355557,2,False,1.1885853220178295
BC,natural,fire,full,other,False,6.118422303127089,8,False,1.1070836497505927
BC,natural,fire,full,other,False,29.5328241244174,0,False,-1.2748424481395593
BC,natural,fire,full,other,False,59.83703143147832,0,False,-1.3627700895731674
BC,natural,fire,moderate,other,False,11.303714974562157,5,False,-0.7607675943455937
BC,natural,fire,full,other,False,9.507035999453851,1,False,2.0523394552835597
BC,natural,fire,monitor,other,False,18.75457906128802,2,False,-1.007354565369855
BC,natural,fire,moderate,other,False,86.22489374709242,0,False,-1.1420646696724552
BC,natural,fire,moderate,other,False,113.17327164716872,0,False,-1.1012724503743032
BC,natural,fire,monitor,other,False,49.47005706623769,0,False,-0.1994322418613794
BC,natural,fire,full,other,False,8.677574658800001,5,False,2.065943843735629
BC,natural,fire,moderate,other,False,93.40449709624744,0,False,-1.2721121630075958
BC,natural,fire,moderate,other,False,114.36520074569351,0,False,1.339862060837258
BC,natural,fire,moderate,other,False,75.47670115984153,0,False,-0.5193334955193034
BC,natural,fire,monitor,other,False,25.39946587394075,0,False,-1.047490036837941
BC,natural,fire,moderate,other,False,19.844792316978943,1,False,2.239896003434785
BC,natural,fire,monitor,other,False,32.613775856818876,0,False,0.4531931552789649
BC,natural,fire,monitor,other,False,34.013046526871804,0,False,0.6182843633444634
BC,natural,fire,monitor,other,False,19.157607836775288,1,False,1.9920467290772512
BC,natural,fire,full,other,False,24.002596890144908,0,False,3.201603341935673
BC,natural,fire,other,other,False,6.936312536905986,1,False,-0.5980247353382401
BC,natural,fire,full,other,False,15.324008291609488,1,False,0.6212342188661902
BC,natural,fire,monitor,other,False,35.91802647929621,0,False,-0.9858956881297338
BC,natural,fire,moderate,other,False,17.54068858891703,4,False,-1.2454390058839335
BC,natural,fire,moderate,other,False,104.89399068894456,0,False,-0.4374100570764067
BC,natural,fire,full,other,False,11.076779625290666,3,False,-0.784173034512301
BC,natural,fire,moderate,other,False,31.04736548583782,0,False,-0.2478337043293217
BC,natural,fire,monitor,other,False,30.04341340875594,0,False,0.4175463800399441
BC,natural,fire,monitor,other,False,38.857512804289094,0,False,1.6162956591026998
BC,natural,fire,full,other,False,62.29014362534993,0,False,3.714362279431789
BC,natural,fire,monitor,other,False,43.2710105229368,0,False,-0.4145534187955601
BC,natural,fire,monitor,other,False,47.88957443958817,0,False,-0.0099348682218988
BC,natural,fire,moderate,other,False,11.20691431742792,42,False,0.6714506939583096
BC,natural,fire,other,other,False,24.698393316086467,0,False,-1.3470555095478425
BC,natural,fire,moderate,other,False,65.28407461157605,0,False,-0.5651355809683796
BC,natural,fire,monitor,other,False,58.38315223041596,0,False,-0.8969735783619431
BC,natural,fire,full,other,False,10.66326833990019,4,False,-0.9944060609419024
BC,natural,fire,moderate,other,False,65.18921513728506,0,False,-0.8125737229714516
BC,natural,fire,full,other,False,10.621657617323926,3,False,0.871351360225734
BC,natural,fire,moderate,other,False,78.82134644094123,0,False,-1.1354461796142012
BC,natural,fire,full,other,False,14.229498524153794,2,False,-1.2914765666984738
BC,natural,fire,full,other,False,17.304661856196848,1,False,0.3897313662156942
BC,natural,fire,monitor,other,False,124.96956915510182,0,False,-0.6258226051168964
BC,natural,fire,full,other,False,14.124470150774616,1,False,-0.2878450540058623
BC,natural,fire,monitor,other,False,16.862080935873646,1,False,1.6810854394719943
BC,natural,fire,moderate,other,False,67.8781207024455,0,False,-0.8340015385787256
BC,natural,fire,full,other,False,5.415690870753709,6,False,0.8591265215157963
BC,natural,fire,monitor,other,False,21.740340850963868,0,False,-0.338317261539834
BC,natural,fire,monitor,other,False,59.75742946296528,0,False,-1.2476629594210242
BC,natural,fire,monitor,other,False,48.83533752589982,0,False,-0.4054989605648302
BC,natural,fire,full,other,False,16.63434807303254,4,False,0.1087457668768553
BC,natural,fire,monitor,other,False,49.16327255438394,0,False,-1.047490036837941
BC,unknown,fire,monitor,other,False,12.966205011661431,2,False,-1.2748424481395593
BC,natural,fire,moderate,other,False,77.01288667599208,0,False,-0.1646204619557763
BC,natural,fire,full,other,False,6.126941419720818,13,False,1.1831201492289771
BC,natural,fire,moderate,other,False,4.347193346517066,13,False,-0.9106649445638516
BC,natural,fire,moderate,other,False,14.66541107394256,3,False,0.3357471018986264
BC,natural,fire,moderate,other,False,102.95186458534228,0,False,-0.9060681241188632
BC,natural,fire,full,other,False,3.5140248381403043,16,False,0.7988492306074727
BC,natural,fire,monitor,other,False,19.05040955495386,1,False,-0.1355391870067971
BC,natural,fire,full,other,False,1.7904625510103929,36,False,-0.6821567119261527
BC,unknown,fire,monitor,other,False,79.80155277549781,0,False,0.1703236834460707
BC,natural,fire,full,other,False,4.065056122026688,5,False,2.078173855918314
BC,natural,fire,full,other,False,44.83594249898456,0,False,1.0786663740173272
BC,natural,fire,full,other,False,16.22207792126505,1,False,2.885680102833126
BC,natural,fire,full,other,False,2.5662399272128633,55,False,0.634220686478921
BC,natural,fire,moderate,other,False,31.103586968692976,0,False,-0.6189999942671947
BC,natural,fire,full,other,False,29.004166948280016,0,False,-1.3627700895731674
BC,natural,fire,monitor,other,False,55.52230334913705,0,False,-0.927811890757572
BC,natural,fire,moderate,other,False,40.26537225113085,0,False,-1.3011861688682715
BC,natural,fire,monitor,other,False,3.437892538521622,9,False,-1.1509985290105047
BC,natural,fire,moderate,other,False,88.29492012927926,0,False,-0.9719841182454012
BC,natural,fire,moderate,other,False,33.539884780009565,0,False,-0.1103330337805248
BC,natural,fire,monitor,other,False,26.830479499277818,0,False,0.1835322099187801
BC,natural,fire,full,other,False,52.063893031651986,0,False,-0.3738050453595338
BC,natural,fire,monitor,other,False,25.3875354731525,0,False,-0.810772287892928
BC,natural,fire,monitor,other,False,68.8223661726927,0,False,-0.7855089144719057
BC,natural,fire,moderate,other,False,74.57727052072836,0,False,-0.7619819271402951
BC,natural,fire,monitor,other,False,21.540483528589053,0,False,-0.2239605919423538
BC,natural,fire,monitor,other,False,13.430628381962752,1,False,0.0603469438418421
BC,natural,fire,full,other,False,13.96816531073261,1,False,0.5147101524614381
BC,natural,fire,moderate,other,False,93.23451936852317,0,False,-0.4216077333738106
BC,natural,fire,monitor,other,False,102.70554821089604,0,False,-1.243613372191933
BC,natural,fire,full,other,False,12.583168223536529,5,False,-0.96524208071802
BC,natural,fire,full,other,False,20.656156366491548,0,False,-1.2506843474003215
BC,natural,fire,moderate,other,False,63.976284419875874,0,False,-1.2454390058839335
BC,unknown,fire,monitor,other,False,16.446256305206074,1,False,-0.7705482154279161
BC,natural,fire,monitor,other,False,82.81627562248954,0,False,0.7953108694901764
BC,natural,fire,full,other,False,28.31206395494631,0,False,0.2101941139552536
BC,natural,fire,full,other,False,6.504250299006754,8,False,0.9692161012251927
BC,natural,fire,full,other,False,18.242360228026556,2,False,-0.1355391870067971
BC,natural,fire,moderate,other,False,7.726228822352597,9,False,-0.883572510459492
BC,natural,fire,monitor,other,False,28.84787534371505,0,False,1.2276230687397591
BC,natural,fire,monitor,other,False,65.33561165350136,0,False,-0.876248442121343
BC,natural,fire,moderate,other,False,93.29917711242716,0,False,-1.3627700895731674
BC,natural,fire,moderate,other,False,104.24000616626202,0,False,-0.4316179430017363
BC,natural,fire,moderate,other,False,43.51890831289384,0,False,1.678384509607273
BC,natural,fire,monitor,other,False,14.033566315458785,6,False,-1.1075408656381058
BC,natural,fire,monitor,other,False,79.79833205697054,0,False,-1.280338656904814
BC,natural,fire,full,other,False,20.391532014775045,0,False,-0.1156791025355858
BC,natural,fire,moderate,other,False,57.58640670857967,0,False,-0.9536138416437504
BC,natural,fire,monitor,other,False,15.446745752052225,2,False,0.9644845006491388
BC,natural,fire,monitor,other,False,2.331860567122452,9,False,-0.8112583010081663
BC,natural,fire,monitor,other,False,62.29735873845546,0,False,0.0623293606009681
BC,natural,fire,full,other,False,22.15676491831841,0,False,0.5821745293347054
BC,natural,fire,full,other,False,18.334796695056035,1,False,0.7196508219612988
BC,natural,fire,moderate,other,False,23.83041875540041,0,False,0.4894253669640215
BC,natural,fire,monitor,other,False,31.64905066913309,0,False,-0.0845518917973829
BC,natural,fire,monitor,other,False,15.98976783867346,1,False,1.2294365356440624
BC,natural,fire,moderate,other,False,12.609507240772473,5,False,-0.9022628144597729
BC,natural,fire,monitor,other,False,58.808186584978216,0,False,1.5169586747243122
BC,unknown,fire,monitor,other,False,22.964774642308132,0,False,-0.5130390424554196
BC,natural,fire,full,other,False,45.18251507702051,0,False,1.236302167259569
BC,natural,fire,moderate,other,False,87.92130194510456,0,False,-0.9822339648931512
BC,natural,fire,full,other,False,3.577960553517082,6,False,0.6379391122661293
BC,natural,fire,moderate,other,False,35.92143138863303,0,False,-0.5633576331709221
BC,natural,fire,full,other,False,31.90219062032012,0,False,-0.966030551649182
BC,natural,fire,monitor,other,False,31.151017020424305,0,False,0.2975892114978751
BC,natural,fire,monitor,other,False,57.49009711531816,0,False,-1.1138720707473402
BC,natural,fire,full,other,False,20.65406517307385,0,False,0.3345902279912047
BC,human,fire,full,other,False,12.438388629781729,1,False,0.3346759950074467
BC,unknown,fire,monitor,other,False,7.415503547387402,8,False,-0.8880080376111293
BC,human,fire,full,other,False,23.92587321261084,0,False,-0.2786127445114253
BC,human,fire,full,other,True,0.0,6,False,0.6215066585364535
BC,natural,fire,monitor,other,False,9.811435906094474,1,False,0.702935868803381
BC,human,fire,moderate,other,False,32.64535429301917,0,False,0.1650937979673082
BC,human,fire,full,other,False,12.312771677174666,6,False,-1.277584578363402
BC,natural,fire,monitor,other,False,86.15940958783298,0,False,-0.3244793451106256
BC,natural,fire,full,other,False,35.54033232105889,0,False,1.6157108707425594
BC,natural,fire,moderate,other,False,69.05120351647898,0,False,-0.6810863305946024
BC,natural,fire,moderate,other,False,75.7796165420834,0,False,-0.3711796624562034
BC,natural,fire,monitor,other,False,8.372858663509142,1,False,-1.3509322467744684
BC,natural,fire,monitor,other,False,10.642236355223217,2,False,-1.302814270246955
BC,natural,fire,monitor,other,False,57.90319357075146,0,False,-0.2045943989778173
BC,unknown,fire,full,other,False,6.907083928207714,6,False,-0.5441233404642816
BC,human,fire,full,other,False,18.404636483487835,2,False,1.7906244680446015
BC,unknown,fire,full,other,False,6.139006222807594,4,False,1.3180889656553134
BC,natural,fire,full,other,False,2.843328929451463,2,False,-0.9709682165663848
BC,human,fire,other,other,False,21.48944777598263,0,False,-0.2145866485674355
BC,human,fire,full,other,False,7.078503193676003,3,False,-1.2748424481395593
BC,unknown,fire,full,other,False,5.707787574680737,4,False,0.8868086677335973
BC,natural,fire,full,other,False,8.487549423153121,38,False,1.4570500777489144
SK,human,unknown,other,other,False,11.917769663830972,5,False,-0.5262937357884883
SK,human,unknown,other,other,False,28.03666637091474,0,False,2.4844869232391043
SK,human,unknown,other,other,False,3.529051121628321,2,False,-1.1833005955702431
SK,human,unknown,other,other,False,38.6771567505535,0,False,-0.4936640380882213
SK,human,unknown,other,other,False,7.901622012133551,3,False,-0.9944060609419024
SK,human,unknown,other,other,True,0.0,34,False,1.3630312666914246
SK,human,unknown,other,other,False,39.03172915245047,0,False,2.9710942369657896
SK,human,unknown,other,other,False,10.71770276612636,1,False,-0.0631518224598772
SK,natural,unknown,other,other,False,56.656976387596345,0,False,3.334415138595728
SK,natural,unknown,other,other,False,29.434996618414164,0,False,2.2830567488515574
SK,natural,unknown,other,other,False,34.3482639723736,0,False,2.460468853961694
SK,natural,unknown,other,other,False,12.590970408812131,1,False,3.632626148506936
SK,natural,unknown,other,other,False,51.20844982563148,0,False,0.0077526619601635
SK,natural,unknown,other,other,False,41.8334217766389,0,False,0.6075856155641839
SK,natural,unknown,other,other,False,64.25486637141312,0,False,-0.2632429163203598
SK,natural,unknown,other,other,False,44.46511208330048,0,False,2.336613064380767
SK,natural,unknown,other,other,False,44.37205628041449,0,False,1.7966852370081448
SK,human,unknown,other,other,True,0.0,5,False,-1.1623464105772825
SK,human,unknown,other,other,True,0.0,12,False,-0.8884533071083922
SK,natural,unknown,other,other,False,57.49709185866309,0,False,0.971709561616615
SK,human,unknown,other,other,False,0.0262597328757017,3,False,1.0403624274568208
SK,natural,unknown,other,other,False,14.223642066749068,1,False,1.52072903315507
SK,human,unknown,other,other,False,59.1302555207831,0,False,-1.1117546147461252
SK,natural,unknown,other,other,False,50.061126238501984,0,False,1.5093096928126557
SK,natural,unknown,other,other,False,31.65363387231255,0,False,1.0179910278849804
SK,natural,unknown,other,other,False,50.786708976240206,0,False,2.026365045862416
SK,natural,unknown,other,other,False,25.518522981482008,0,False,1.6821849667206
SK,natural,unknown,other,other,False,4.999696619032573,1,False,0.1613621151548077
SK,natural,unknown,other,other,False,39.614119866905334,0,False,0.5471628446572918
SK,natural,unknown,other,other,False,7.773396865203426,1,False,-0.2608730673493147
SK,natural,unknown,other,other,False,8.177053064557576,2,False,0.7475249118152804
SK,natural,unknown,other,other,False,17.20816168599248,1,False,1.4901651273080847
SK,natural,unknown,other,other,False,41.70920444300217,0,False,2.188175459756975
SK,natural,unknown,other,other,False,68.47281805926197,0,False,-1.1701810135701147
SK,natural,unknown,other,other,False,30.397323281905734,0,False,1.4929431757998477
SK,natural,unknown,other,other,False,41.68808966294865,0,False,0.918006609211134
SK,natural,unknown,other,other,False,40.99216666495611,0,False,-0.8519629227695937
SK,natural,unknown,other,other,False,43.12403355148737,0,False,-0.1106799383036264
SK,natural,unknown,other,other,False,40.88692459834062,0,False,-0.3666113202389441
SK,natural,unknown,other,other,False,56.135867530653435,0,False,0.8485937513092923
SK,natural,unknown,other,other,False,39.632839413979674,0,False,1.040186899108551
SK,natural,unknown,other,other,False,42.06591168351803,0,False,0.6493481724225394
SK,natural,unknown,other,other,False,47.540518696217866,0,False,-0.6810863305946024
SK,natural,unknown,other,other,False,37.76185936366091,0,False,-0.3606569937629411
SK,natural,unknown,other,other,False,29.131733326695496,0,False,0.4884511319665195
SK,natural,unknown,other,other,False,33.355472533471065,0,False,-0.5750047101864859
SK,natural,unknown,other,other,False,36.47195549806286,0,False,0.3370941173295169
SK,natural,unknown,other,other,False,38.57828968327446,0,False,-0.0767756478612599
SK,natural,unknown,other,other,False,35.177456292825816,0,False,-0.3575725141553462
SK,natural,unknown,other,other,False,57.414765007733784,0,False,-0.7416490093579677
SK,natural,unknown,other,other,False,66.05040413230483,0,False,1.192680996757468
SK,natural,unknown,other,other,False,30.79638968934665,0,False,1.0859321913808662
SK,natural,unknown,other,other,False,14.086880804336555,3,False,0.8316039139245482
SK,natural,unknown,other,other,False,35.82710979471534,0,False,-1.0194768838978308
SK,natural,unknown,other,other,False,21.521631597736715,0,False,1.0810405588735743
SK,natural,unknown,other,other,False,50.892886542828485,0,False,1.4181888238447995
SK,natural,unknown,other,other,False,44.19180286911868,0,False,1.425807495892318
SK,natural,unknown,other,other,False,30.36701991077906,0,False,1.079920527264618
SK,natural,unknown,other,other,False,1.869563515234565,2,False,0.7333194501043406
SK,natural,unknown,other,other,False,73.96892625943326,0,False,0.8283134573519065
SK,natural,unknown,other,other,False,63.0190271349111,0,False,-0.3013059928920512
SK,natural,unknown,other,other,False,80.43597308857885,0,False,0.4834725945802284
SK,natural,unknown,other,other,False,14.741516680244072,1,False,0.5571933416871703
SK,natural,unknown,other,other,False,53.7245213167273,0,False,0.4922889712717866
SK,natural,unknown,other,other,False,44.35841693503651,0,False,0.997644221158422
SK,natural,unknown,other,other,False,28.920575073014195,0,False,-0.0333681101356072
SK,natural,unknown,other,other,False,60.143009794660294,0,False,-0.3136230854224084
SK,natural,unknown,other,other,False,7.508428212691064,1,False,0.3679802301185627
SK,natural,unknown,other,other,False,38.41956932554387,0,False,-0.7853827673753436
SK,natural,unknown,other,other,False,62.40290850920816,0,False,1.2081953595306572
SK,natural,unknown,other,other,False,12.043229044980892,1,False,0.5852396997060558
SK,natural,unknown,other,other,False,59.84201720883274,0,False,-0.7944023680847274
SK,natural,unknown,other,other,False,24.794602855460692,0,False,-0.0336752335747035
SK,natural,unknown,other,other,False,31.921085567851915,0,False,-0.1487598209870336
SK,natural,unknown,other,other,False,56.44944262126487,0,False,-0.5589345218720618
SK,natural,unknown,other,other,False,46.980090951130705,0,False,-0.7779843014934691
SK,natural,unknown,other,other,False,54.09942514225905,0,False,-1.2223591994498235
SK,natural,unknown,other,other,False,49.84678335068199,0,False,-0.7085168718261141
SK,natural,unknown,other,other,False,22.65782271051999,0,False,-1.3627700895731674
SK,natural,unknown,other,other,False,60.82731044292857,0,False,0.6450328601532589
SK,natural,unknown,other,other,False,3.688915221512618,2,False,0.1607977758090807
SK,natural,unknown,other,other,False,7.869057699661543,1,False,-0.115556700084715
SK,human,unknown,other,other,False,32.687096940740346,0,False,-0.967761924687652
SK,natural,unknown,other,other,False,49.038653091450264,0,False,-0.6141713991624724
SK,natural,unknown,other,other,False,46.288551523373165,0,False,0.8905034221999745
SK,natural,unknown,other,other,False,5.28763789237117,1,False,-0.0919616282432232
SK,natural,unknown,other,other,False,22.281640904691816,0,False,-0.6103349077160916
SK,natural,unknown,other,other,False,13.684818802546248,1,False,-0.5831956674761133
SK,natural,unknown,other,other,False,32.92747217098747,0,False,-1.078805916332394
SK,natural,unknown,other,other,True,0.0,1,False,-1.31815698892165
MB,natural,unknown,monitor,other,False,4.014716391496316,3,False,-0.6071872394236548
MB,human,unknown,full,other,False,4.362427469961755,11,False,0.4316979156858482
MB,natural,unknown,monitor,other,False,2.8729941090821627,4,False,-0.7334631036787903
MB,natural,unknown,monitor,other,False,50.83176716214134,0,False,-1.1976662145196273
MB,natural,unknown,monitor,other,False,92.01331788937765,0,False,-1.0417872009303244
MB,natural,unknown,monitor,other,True,0.0,5,False,-1.2748424481395593
MB,natural,unknown,monitor,other,False,35.87082504458095,0,False,0.3266928812260846
MB,natural,unknown,moderate,other,False,55.27372304181858,0,False,0.0705231495167898
MB,natural,unknown,moderate,other,False,57.2865449853388,0,False,1.2898060398863251
MB,natural,unknown,monitor,other,False,84.10583058334302,0,False,-0.0919616282432232
MB,natural,unknown,monitor,other,False,95.52734215232046,0,False,-0.9039343289036976
MB,human,unknown,monitor,other,False,3.60615977350064,4,False,-1.1833005955702431
MB,natural,unknown,monitor,other,False,42.46591597427606,0,False,0.0991712565147742
MB,natural,unknown,monitor,other,False,25.148062684968384,0,False,-0.7208099781670241
MB,natural,unknown,monitor,other,False,26.20261453457901,0,False,1.1891181533462245
MB,natural,unknown,monitor,other,False,6.314617886252585,3,False,-1.3627700895731674
MB,human,unknown,full,other,False,1.0669675556449103,1,False,-0.1975881195159851
MB,human,unknown,full,other,True,0.0,6,False,-1.0522820235913422
MB,natural,unknown,moderate,other,False,37.93148477215937,0,False,-0.450639703373533
MB,natural,unknown,monitor,other,False,78.91972164249395,0,False,0.1427581451789499
MB,natural,unknown,monitor,other,False,49.35337332124038,0,False,-0.9357624361565308
MB,natural,unknown,monitor,other,False,64.77362767224322,0,False,1.5448530709425894
MB,natural,unknown,moderate,other,False,47.13510862057983,0,False,1.633571484255457
MB,natural,unknown,monitor,other,False,95.0502734548883,0,False,1.5288515068817463
MB,natural,unknown,moderate,other,False,23.660946325385066,0,False,1.2908460012723058
MB,natural,unknown,moderate,other,False,14.50402987723766,1,False,1.3950422381099568
MB,natural,unknown,monitor,other,False,20.44489277582738,0,False,1.3202973178936663
MB,natural,unknown,monitor,other,False,27.31800078059191,0,False,-1.087900462089314
MB,natural,unknown,monitor,other,False,22.478882088536608,0,False,-0.5303249587560449
MB,natural,unknown,moderate,other,False,45.36661573178668,0,False,-0.2878450540058623
MB,natural,unknown,monitor,other,False,48.164041955821034,0,False,-0.8505630107350286
MB,natural,unknown,monitor,other,False,30.89955362504359,0,False,-0.7208099781670241
MB,natural,unknown,monitor,other,False,32.59592579140107,0,False,1.1679860336879393
MB,natural,unknown,full,other,False,32.329190547484274,0,False,1.6066700592495078
MB,natural,unknown,monitor,other,False,5.0102314621456205,2,False,-1.0874934691420743
MB,natural,unknown,monitor,other,False,82.34959174491792,0,False,-0.2878450540058623
MB,natural,unknown,moderate,other,False,1.9143483322440975,5,False,-0.7430630144784034
MB,natural,unknown,monitor,other,False,70.50338572238121,0,False,-0.7855089144719057
MB,natural,unknown,monitor,other,False,49.22852041100555,0,False,-0.3480294034506625
MB,natural,unknown,monitor,other,False,121.42315560885264,0,False,-0.2597738322457776
MB,natural,unknown,monitor,other,False,15.328443345172618,10,False,-0.4887538866481252
MB,natural,unknown,monitor,other,False,3.1325890388123607,3,False,-0.8806326910888373
MB,natural,unknown,monitor,other,False,23.29345029810697,0,False,-0.7105305160874893
MB,natural,unknown,monitor,other,False,24.980265050345174,0,False,-0.8519629227695937
MB,natural,unknown,monitor,other,False,9.589345426443726,1,False,-1.2501578500560724
MB,natural,unknown,full,other,False,13.309236578262547,1,False,-0.4484154429248505
MB,natural,unknown,monitor,other,False,37.62838770260842,0,False,-1.010408435295077
ON,natural,ifr,moderate,other,False,77.25343837987002,0,False,-0.0482417107587114
ON,natural,ifr,monitor,other,False,49.52002506372985,0,False,0.3703352568666533
ON,natural,ifr,monitor,other,False,87.00441823908852,0,False,-0.9128216223455984
ON,natural,ifr,full,other,False,45.26093280697135,0,False,-0.1862926653112228
ON,natural,ifr,full,other,False,69.214750716898,0,False,-0.7513750263883904
ON,natural,ifr,monitor,other,False,39.52786090086416,0,False,-0.2441532253948562
ON,natural,ifr,full,other,False,80.22985695596442,0,False,1.9959843268055824
ON,natural,ifr,monitor,other,False,48.23951295347256,0,False,-1.203505147731587
ON,natural,ifr,monitor,other,False,21.084952567354815,0,False,0.22897082813357
ON,natural,ifr,full,other,False,29.988513912404027,0,False,-0.2126978436296825
ON,natural,ifr,monitor,other,False,44.68666454898479,0,False,2.105449544643162
ON,natural,ifr,full,other,False,99.21185092090164,0,False,-0.7026247912831615
ON,natural,ifr,full,other,False,1.9411714174427583,1,False,1.558189385763156
ON,natural,ifr,monitor,other,False,59.4056601129169,0,False,1.6016264073429882
