province,fire_cause,fire_type,response_type,protection_zone,fn_indicator,dist_to_fn_km,n_fn_20km,any_evacuation,log_fire_size_ha
NT,natural,unknown,other,other,False,37.44528417213556,0,False,0.2153941434930821
NT,natural,unknown,other,other,False,8.806472158868246,3,False,-0.5212905960091039
NT,natural,unknown,other,other,False,33.148695908163134,0,False,-1.3627700895731674
NT,natural,unknown,monitor,monitor,False,44.448894943301966,0,False,0.3684885212800326
NT,natural,unknown,monitor,monitor,False,34.29425358185117,0,False,2.1112157871884007
NT,natural,unknown,monitor,monitor,False,65.93416003269509,0,False,0.726654714263781
NT,natural,unknown,monitor,monitor,False,58.31035163390062,0,False,-0.8806326910888373
NT,natural,unknown,monitor,monitor,False,85.79966851337673,0,False,0.8025417796361648
NT,natural,unknown,monitor,monitor,False,82.67577237919022,0,False,0.7226984699258671
NT,natural,unknown,monitor,monitor,False,105.63777061438996,0,False,0.3149242131806889
NT,natural,unknown,monitor,monitor,False,125.70359999441156,0,False,-0.2466116661428135
NT,natural,unknown,monitor,monitor,False,63.78637556532755,0,False,-0.3422467932758081
NT,natural,unknown,monitor,monitor,False,126.06935520845994,0,False,-1.0907772230894237
